activitat_id,activitat,aula_id,startdate,duedate,grade,shared_id
2373,Problema 1.1 - Hello world!!!,141,0,0,100,1
2374,Problema 1.2 - Hello world!!! ++,141,0,0,100,2
2375,Problema 3a.1: C�lcul edat,141,0,0,100,3
2376,Problema 3a.8: Conversi� d�lars a euros,141,0,0,100,4
2377,Problema 3a.11: Mitjana de notes,141,0,0,100,5
2378,Problema 3a.13: Conversi� Celsius a Fahrenheit,141,0,0,100,6
2379,Problema 3a.15: Expressions aritm�tiques amb divisions,141,0,0,100,7
2380,Problema 3a.17: Unitats de miler,141,0,0,100,8
2381,Problema 3a.2: Operadors relacionals,141,0,0,100,9
2382,Problema 3a.3: Operadors l�gics,141,0,0,100,10
2383,Problema 3a.4: Operadors l�gics (II),141,0,0,100,11
2384,"Problema 3a.18: Nom, cognom i edat",141,0,0,100,12
2385,Problema 3a.20: Car�cters i codi ASCII,141,0,0,100,13
2386,Problema 3a.21: Expressions l�giques,141,0,0,100,14
2387,(OPCIONAL) Problema 3b.1: �s de l'interval?,141,0,0,100,15
2388,Problema 3b.2: Sumar un segon,141,0,0,100,16
2389,Problema 3b.10: Edat de treballar,141,0,0,100,17
2390,Problema 3b.12: Ordenar dos nombres,141,0,0,100,18
2391,(OPCIONAL) Problema 3b.3: Positiu o negatiu?,141,0,0,100,19
2392,Problema 3b.4: Vocal o Consonant?,141,0,0,100,20
2393,Problema 3b.14: Menor o major d'edat,141,0,0,100,21
2394,Problema 3b.17: Any de trasp�s,141,0,0,100,22
2395,"Problema 3b.5: Positiu, negatiu o zero?",141,0,0,100,23
2396,Problema 3b.6: C�lcul Salari,141,0,0,100,24
2397,Problema 3b.19: Edat i treball,141,0,0,100,25
2398,(OPCIONAL) Problema 3b.20: Iguals o diferents?,141,0,0,100,26
2399,Problema 3b.22: C�lcul del preu final,141,0,0,100,27
2400,Problema 3b.25: Nota acta,141,0,0,100,28
2401,Problema 3b.27: El m�s gran de quatre n�meros,141,0,0,100,29
2402,Problema 3b.7: Men� de tasques,141,0,0,100,30
2403,(OPCIONAL) Problema 3b.8: Vocal o consonant? (versi� 2),141,0,0,100,31
2404,Problema 3b.31: Canvi de divises,141,0,0,100,32
2405,(OPCIONAL) Problema 3b.33: Zod�ac xin�s,141,0,0,100,33
2406,Problema 3b.35: Morse,141,0,0,100,34
2407,Problema 3b.36: Data correcta,141,0,0,100,35
2408,Problema 3b.37: Calculadora,141,0,0,100,36
2409,Problema 3c.1: Sumatori dels 10 primers valors enters,141,0,0,100,37
2410,(OPCIONAL) Problema 3c.2: Sumatori d'un nombre (while),141,0,0,100,38
2411,Problema 3c.8: Mitjana d'una seq��ncia,141,0,0,100,39
2412,(OPCIONAL) Problema 3c.10: Seq��ncia de senars?,141,0,0,100,40
2413,Problema 3c.12: M�xim i m�nim d'una seq��ncia,141,0,0,100,41
2414,Problema 3c.14: Rellotge digital,141,0,0,100,42
2415,(OPCIONAL) Problema 3c.16: Estad�stica de notes,141,0,0,100,43
2416,Problema 3c.17: Calculadora multi-operaci�,141,0,0,100,44
2417,Problema 3c.19: �s primer?,141,0,0,100,45
2418,(OPCIONAL) Problema 3c.3: Sumatori dels 10 primers valors enters,141,0,0,100,46
2419,Problema 3c.4: Sumatori d'un nombre (for),141,0,0,100,47
2420,Problema 3c.22: S�ries num�riques,141,0,0,100,48
2421,Problema 3c.24: Pot�ncies de 2 fins 2^N,141,0,0,100,49
2422,Problema 3c.25: Positius i negatius,141,0,0,100,50
2423,"Problema 3c.27: Suma, producte i mitjana",141,0,0,100,51
2424,Problema 4.1: Hashtags,141,0,0,100,52
2425,Problema 4.2: Canvi del format d'una data,141,0,0,100,53
2426,Problema 4.7: Subcadenes,141,0,0,100,54
2427,Problema 4.10: Cadena modificada,141,0,0,100,55
2428,(OPCIONAL) Problema 4.11: Zod�ac xin�s,141,0,0,100,56
2429,Problema 4.13: Dies de la setmana,141,0,0,100,57
2430,Problema 4.3: El sed�s d'Erat�stenes,141,0,0,100,58
2431,Problema 4.14: Llistes d'aprovats i suspesos,141,0,0,100,59
2432,(OPCIONAL) Problema 4.16: Partici� de llista,141,0,0,100,60
2433,Problema 4.17: Men� d'operacions sobre llistes,141,0,0,100,61
2434,(OPCIONAL) Problema 4.18: Llista de llistes,141,0,0,100,62
2435,Problema 4.4: Comptar vocals en un string,141,0,0,100,63
2436,Problema 4.5: Hi ha parells?,141,0,0,100,64
2437,Problema 4.20: Substituir negatius,141,0,0,100,65
2438,Problema 4.21: Maj�scules,141,0,0,100,66
2439,(OPCIONAL) Problema 4.23: Edat de comen�ar a caminar,141,0,0,100,67
2440,(OPCIONAL) Problema 4.25: M�xim d'una llista,141,0,0,100,68
2441,Problema 4.27: Estad�stica de temperatures,141,0,0,100,69
2442,Problema 4.28: Histograma de vocals,141,0,0,100,70
2443,(OPCIONAL) Problema 4.30: Hi ha espais?,141,0,0,100,71
2444,(OPCIONAL) Problema 4.32: Vector de nombres senars,141,0,0,100,72
2445,Problema 4.35: Llista ordenada creixent,141,0,0,100,73
2446,Problema 4.37: Llista amb suma acumulada de 25?,141,0,0,100,74
2447,Problema 4.38: Comparaci� de llistes,141,0,0,100,75
2448,(OPCIONAL) Problema 4.39: PrimerDiferent,141,0,0,100,76
2449,Problema 4.40: Palindrom,141,0,0,100,77
2450,Problema 4.41: Password correcte,141,0,0,100,78
2451,Problema 4.42: El joc del penjat,141,0,0,100,79
2452,Problema 5.1: C�lcul de combinacions,141,0,0,100,80
2453,Problema 5.2: Sumar un segon (funcions),141,0,0,100,81
2454,Problema 5.7: Centenes d'un nombre,141,0,0,100,82
2455,(OPCIONAL) Problema 5.9: Pot�ncia d'un nombre,141,0,0,100,83
2456,Problema 5.13: S�rie de Fibonacci,141,0,0,100,84
2457,Problema 5.21: Divisi� amb sumes i restes (quocient i residu),141,0,0,100,85
2458,(OPCIONAL) Problema 5.23: Funci� m�xim i m�nim,141,0,0,100,86
2459,Problema 5.26: Equacions quadr�tiques,141,0,0,100,87
2460,Problema 5.27: �rea de figures,141,0,0,100,88
2461,Problema 5.3: Alerta,141,0,0,100,89
2462,Problema 5.15: Men� calculadora,141,0,0,100,90
2463,(OPCIONAL) Problema 5.17: Pot�ncies,141,0,0,100,91
2464,Problema 5.4: Temps d'execuci�,141,0,0,100,92
2465,Problema 5.30: Suma de llistes,141,0,0,100,93
2466,Problema 5.32: Llibreria de llistes,141,0,0,100,94
2467,(OPCIONAL) Problema 5.33: Estad�stica temperatures (modular),141,0,0,100,95
2468,Problema 5.34: Histograma de temperatures,141,0,0,100,96
2469,(OPCIONAL) Problema 5.36: OrdenadaDecreixent,141,0,0,100,97
2470,(OPCIONAL) Problema 5.38: BuscarPosicio,141,0,0,100,98
2471,(OPCIONAL) Problema 5.39: LlistaInversa,141,0,0,100,99
2472,Problema 5.42: OrdenarLlista,141,0,0,100,100
2473,Problema 6.1: Escriure / Llegir fitxer,141,0,0,100,101
2474,Problema 6.2: Escriure fitxer mode 'afegir',141,0,0,100,102
2475,Problema 6.3: seek and tell,141,0,0,100,103
2476,Problema 6.5: Lectura l�nea a l�nea de text,141,0,0,100,104
