activitat_id,activitat,aula_id,startdate,duedate,grade,shared_id
2684,Problema 5a.28: BuscarPosicio,143,0,0,100,214
2685,Problema 5a.29: InversArray,143,0,0,100,215
2686,(OPCIONAL) Problema 5a.32: OrdenarVector,143,0,0,100,216
2687,Problema 5b.1: Introducci� als strings,143,0,0,100,217
2688,Problema 5b.2: Comparar cadenes,143,0,0,100,218
2689,(OPCIONAL) Problema 5b.4: Bon dia,143,0,0,100,219
2690,Problema 5b.7: TrobarCaracter,143,0,0,100,220
2691,Problema 5b.8: Majuscules,143,0,0,100,221
2692,Problema 5b.10: Palindrom,143,0,0,100,222
2693,Problema 5b.17: PrimerDiferent,143,0,0,100,223
2694,Problema 5c.1: Diagonal d'una matriu,143,0,0,100,224
2695,Problema 5c.2: Suma de matrius,143,0,0,100,225
2696,Problema 5c.3: Inicialitzaci� de matrius,143,0,0,100,226
2697,Problema 5c.4: Llibreria matrius.h,143,0,0,100,227
2698,Problema 5c.6: SumaValorsMatriu,143,0,0,100,228
2699,Problema 5c.9: SimetricaMatriu,143,0,0,100,229
2700,Problema 5c.15: ProducteMatrius,143,0,0,100,230
2701,Problema 5d.1: Creaci� TipusAlumne,143,0,0,100,231
2702,Problema 5d.3: Llibres preferits,143,0,0,100,232
2703,Problema 5d.4: Equips de futbol,143,0,0,100,233
2704,Problema 5d.2: Creaci� Array TipusAlumne,143,0,0,100,234
2705,Problema 5d.7: Tipus Poligon,143,0,0,100,235
2706,Problema 5d.8: Classificaci� de futbol,143,0,0,100,236
2707,Entrega Pr�ctica 1: Fox Rabbit,143,1696919400,1697579700,100,260
2708,Entrega Pr�ctica 1: Fox Rabbit,143,1696491000,1697061300,100,260
2709,RECUPERACI� Entrega Pr�ctica 1: Fox Rabbit,143,0,1702594740,100,261
2713,Entrega Pr�ctica 2: Duel de Pistolers,143,1697524200,1698098100,100,262
2714,Entrega Pr�ctica 2: Duel de Pistolers,143,1697697000,1698270900,100,262
2715,RECUPERACI� Entrega Pr�ctica 2: Duel de Pistolers,143,0,1702594740,100,263
2719,Entrega Pr�ctica 3 - 4: MasterMind,143,1698129000,1699311300,100,264
2720,Entrega Pr�ctica 3 - 4: MasterMind,143,1697783400,1699484100,100,264
2721,RECUPERACI� Entrega Pr�ctica 3 - 4: MasterMind,143,0,1702594740,100,265
2725,Entrega Pr�ctica 5: BlackJack,143,1699342200,1699916100,100,244
2726,Entrega Pr�ctica 5: BlackJack,143,1699515000,1700088900,100,244
2727,RECUPERACI� Entrega Pr�ctica 5: BlackJack,143,0,1702594740,100,245
3086,Exercici 1 (1 punt),143,0,1701122820,1,266
3087,Exercici 2 (1 punt),143,1698966000,1699311600,1,267
3088,Exercici 3 (1 punt),143,1698966000,1699311600,1,268
3089,Exercici 4 (1 punt),143,1698966000,1699311600,1,269
3090,Exercici 5 (1.25 punts),143,1698966000,1699311600,1,270
3091,Exercici 6 (3 punts),143,1698966000,1699311600,1,271
3092,Exercici 7 (0.75 punts),143,1698966000,1699311600,1,272
3093,Exercici 8 (1 punt),143,1698966000,1699311600,1,273
3096,Exercici 1 (1 punt),143,1699279200,1699286100,1,266
3097,Exercici 2 (1 punt),143,1699279200,1699286100,1,267
3098,Exercici 3 (1 punt),143,1699279200,1699286100,1,268
3099,Exercici 4 (1 punt),143,1699279200,1699286100,1,269
3100,Exercici 5 (1 punt),143,1699279200,1699286100,1,274
3101,Entrega Pr�ctica 5: La Major,143,1571985000,1576745700,100,275
3102,Exercici 6 (3 punts),143,1699279200,1699286100,3,271
3103,Exercici 7 (1 punt),143,1699279200,1699286100,1,276
3104,Exercici 8 (1 punt),143,1699279200,1699286100,1,273
3106,Entrega Pr�ctica 5: La Major,143,1571985000,1576745700,100,275
3185,Exercici 1 (1 punt),143,1706169600,1706175000,1,266
3186,Exercici 2 (1.5 punts),143,1706169600,1706175000,1,316
3196,Exercici 3 (1.5 punts),143,1706169600,1706175000,1,278
3197,Exercici 7 (1 punt),143,1706169600,1706175000,1,276
3199,OLD Exercici 6 (0.5 punts),143,1706169600,1706175000,10,317
3200,Exercici 4 (1.5 punts),143,1706169600,1706175000,1,279
3201,Exercici 5 (3 punts),143,1706169600,1706175000,3,318
3203,Exercici 6 (0.5 punts),143,1706169600,1706175000,1,319
